표찰번호,지번주소,설치일자,경도,위도
가족공원길01,대방동 17-27,20160823,126.9319453,37.50864876
가족공원길02,대방동 17-45,20160823,126.9316598,37.50850668
가족공원길03,대방동 15-17,20160823,126.9314563,37.50838944
가족공원길04,대방동 15-19,20160823,126.9312444,37.50826993
가족공원길05,대방동 15-10,20160823,126.9309929,37.50813013
가족공원길06,대방동 15-10,20160823,126.9306255,37.50791592
가족공원길08,대방동 503-2,20160823,126.9299753,37.50779616
가족공원길09,대방동 20-114,20160823,126.9298566,37.50772401
가족공원길10,대방동 20-124,20160823,126.9296305,37.50759773
가족공원길11,대방동 15-46,20160823,126.929331,37.50738582
가족공원길12,대방동 15-42,20160823,126.929122,37.5070816
가족공원길13,대방동 15-42,20160823,126.928927,37.5069621
가족공원길14,대방동 15-51,20160823,126.9286784,37.50679076
가족공원길15,대방동 15-51,20160823,126.9285795,37.50673214
가족공원길16,대방동 466-57,20160823,126.928359,37.50662163
가족공원길17,대방동 466-57,20160823,126.9281527,37.50651113
가족공원길18,대방동 466-57,20160823,126.9277825,37.50632169
가족공원길19,대방동 466-57,20160823,126.927285,37.50615245
가족공원길20,대방동 466-57,20160823,126.926974,37.506141
가족공원길21,대방동 466-57,20160823,126.9264961,37.50624882
가족공원길22,대방동 466-56,20160823,126.9262303,37.50626667
가족공원길23,대방동 466-56,20160823,126.92586,37.50612679
가족공원길24,대방동 466-56,20160823,126.9254813,37.50598915
가족공원길25,대방동 466-56,20160823,126.9251987,37.50586057
가족공원길26,대방동 466-56,20160823,126.9248058,37.50569364
가족공원길27,대방동 375-51,20160823,126.9244752,37.50551548
가족공원길28,대방동 350-2,20160823,126.9263573,37.50653705
가족공원길29,대방동 350-2,20160823,126.9263258,37.50689518
가족공원길30,대방동 350-2,20160823,126.9263369,37.50709567
가족공원길31,대방동 350-2,20160823,126.926348,37.50736823
가족공원길32,대방동 350-2,20160823,126.9263618,37.50769034
가족공원길33,대방동 350-2,20160823,126.9263249,37.50786376
가족공원길34,대방동 501-2,20160823,126.9261748,37.50809568
가족공원길35,대방동 501-1,20160823,126.9262904,37.50839308
가족공원길36,대방동 374-4,20160823,126.9231371,37.5061746
가족공원길37,대방동 466-39,20160823,126.9233295,37.50603507
가족공원길38,대방동 466-39,20160823,126.9235332,37.50590456
가족공원길39,대방동 466-39,20160823,126.9236804,37.50582356
가족공원길40,대방동 466-56,20160823,126.9241189,37.50558508
가족공원길41,대방동 466-56,20160823,126.9240539,37.5054589
가족공원길42,대방동 466-56,20160823,126.9238901,37.50529661
가족공원길43,대방동 466-40,20160823,126.9236698,37.50509374
가족공원길44,대방동 466-43,20160823,126.9232319,37.50469476
가족공원길45,대방동 466-43,20160823,126.9230483,37.50451669
가족공원길46,대방동 466-43,20160823,126.9228704,37.50434313
가족공원길47,대방동 466-43,20160823,126.9227404,37.50423268
구릉길01,대방동 407-28,20161215,126.9255908,37.49901025
구릉길02,대방동 407-28,20161215,126.9252517,37.49889741
구릉길03,대방동 407-28,20161215,126.9248066,37.49874058
구릉길04,대방동 407-28,20161215,126.9244632,37.49862886
구릉길05,대방동 408-2,20161215,126.9241283,37.49850701
구릉길06,대방동 407-9,20161215,126.9220014,37.49792335
구릉길07,대방동 407-47,20161215,126.9218516,37.49795479
구릉길08,대방동 407-9,20161215,126.9215687,37.49804019
구릉길09,대방동 408-3,20161215,126.9213793,37.4981099
구릉길10,대방동 407-8,20161215,126.9209684,37.49828306
구릉길11,대방동 408-3,20161215,126.9207655,37.49834375
구릉길12,신대방동 362-39,20161215,126.9205394,37.49831882
국사봉길01,신대방동 720-2,20161216,126.9278159,37.49602479
국사봉길02,신대방동 720,20161216,126.9280541,37.49600467
국사봉길03,신대방동 720,20161216,126.9282796,37.49596313
국사봉길04,신대방동 720,20161216,126.9284576,37.49608375
국사봉길05,신대방동 720,20161216,126.9286526,37.49613117
국사봉길06,신대방동 720,20161216,126.9288562,37.49607273
국사봉길07,신대방동 720,20161216,126.9290909,37.49601205
국사봉길08,신대방동 720,20161216,126.9293369,37.49595476
국사봉길09,신대방동 720-2,20161216,126.9293604,37.49581962
국사봉길10,신대방동 720-2,20161216,126.9293598,37.49564505
국사봉길11,신대방동 720-2,20161216,126.9293536,37.495493
국사봉길12,신대방동 720-2,20161216,126.9293545,37.49533758
국사봉길13,신대방동 720-2,20161216,126.929455,37.49516645
국사봉길14,신대방동 720-2,20161216,126.9294593,37.4950955
국사봉길15,신대방동 720,20161216,126.9292856,37.49491745
글벗길01,상도동 65-244,20160823,126.9437245,37.49419156
글벗길02,상도동 214-437,20160823,126.9437303,37.49391901
글벗길03,상도동 214-437,20160823,126.9437192,37.49370727
글벗길04,상도동 214-437,20160823,126.9437363,37.49343472
글벗길05,상도동 65-244,20160823,126.9437139,37.4931554
글벗길d1,상도동 65-202,20160823,126.9437512,37.49250894
글벗길d2,상도동 524,20160823,126.9437002,37.49266434
글벗길d3,상도동 65-202,20160823,126.9436831,37.49282201
기상청길01,신대방동 470-9,20160817,126.91441,37.49637016
기상청길02,신대방동 470-9,20160817,126.9144498,37.49615395
기상청길03,신대방동 470-10,20160817,126.9144869,37.49591521
기상청길04,신대방동 470-8,20160817,126.9145465,37.49566072
기상청길05,신대방동 470-10,20160817,126.9146146,37.49544002
기상청길06,신대방동 470-10,20160817,126.9147479,37.4951135
기상청길07,신대방동 470-16,20160817,126.9147398,37.49472381
기상청길08,신대방동 711,20160817,126.9147797,37.49449634
기상청길09,신대방동 711,20160817,126.9148223,37.49425084
기상청길10,신대방동 711,20160817,126.914848,37.4940639
기상청길11,신대방동 460-30,20160817,126.9148992,37.49377787
기상청길12,신대방동 460-30,20160817,126.9151877,37.49363617
기상청길13,신대방동 460-30,20160817,126.9154422,37.49362959
기상청길14,신대방동 460-30,20160817,126.915609,37.49362296
기상청길15,신대방동 460-30,20160817,126.9157418,37.4936208
기상청길16,신대방동 460-30,20160817,126.9159228,37.49362093
기상청길17,신대방동 460-37,20160817,126.9161716,37.49360759
기상청길18,신대방동 460-37,20160817,126.9164258,37.49373166
기상청길19,신대방동 460-37,20160817,126.9164454,37.49397044
기상청길20,신대방동 460-37,20160817,126.9164536,37.49415966
기상청길21,신대방동 479-6,20160817,126.9164959,37.49431736
기상청길22,신대방동 460-37,20160817,126.9167644,37.49431305
기상청길23,신대방동 460-37,20160817,126.9169934,37.49431095
기상청길24,신대방동 460-37,20160817,126.9172026,37.49431335
기상청길25,신대방동 460-37,20160817,126.9175419,37.49430909
기상청길26,신대방동 460-37,20160817,126.917867,37.49430706
기상청길27,신대방동 460-37,20160817,126.9181525,37.49430275
기상청길28,신대방동 395,20160817,126.9184775,37.49439308
남부순환로01,사당동 1043-15,20160831,126.9812215,37.47713432
남부순환로02,사당동 1043-16,20160831,126.98097,37.47695183
남부순환로03,사당동 1129,20160831,126.9806903,37.47680311
남부순환로04,사당동 1129,20160831,126.9804868,37.4768211
남부순환로05,사당동 1129,20160831,126.980238,37.47683232
남부순환로06,사당동 1107,20160831,126.9799413,37.47684579
남부순환로07,사당동 1044-33,20160831,126.9796304,37.47685249
남부순환로08,사당동 1044-26,20160831,126.9793195,37.47685469
남부순환로09,사당동 1044-14,20160831,126.9790397,37.47685915
남부순환로10,사당동 1044-13,20160831,126.9787881,37.4768591
남부순환로11,사당동 1044-4,20160831,126.9785366,37.47686131
남부순환로12,사당동 1106,20160831,126.9783274,37.47685902
남부순환로13,사당동 1045-17,20160831,126.9782398,37.47685675
남부순환로14,사당동 1045-10,20160831,126.9778978,37.47684542
남부순환로15,사당동 1046-13,20160831,126.9775558,37.47683635
남부순환로16,사당동 1046-11,20160831,126.9772788,37.47681602
남부순환로17,사당동 1046-8,20160831,126.9771008,37.47680247
남부순환로18,사당동 1047-45,20160831,126.976732,37.47676186
남부순환로19,사당동 1047-43,20160831,126.9764818,37.47674829
남부순환로20,사당동 1047-34,20160831,126.9762162,37.4767167
남부순환로21,사당동 1047-32,20160831,126.9759547,37.47669412
남부순환로22,사당동 1047-25,20160831,126.9756693,37.47665239
남부순환로23,사당동 1048-38,20160831,126.9753994,37.47662531
남부순환로24,사당동 1048-36,20160831,126.9750772,37.47657343
남부순환로25,사당동 1048-35,20160831,126.9748101,37.47653058
남부순환로26,사당동 1129,20160831,126.9744893,37.47646068
남부순환로27,사당동 1049-15,20160831,126.97391,37.47635356
남부순환로28,사당동 1049-11,20160831,126.97365,37.47629043
남부순환로29,사당동 1049-9,20160831,126.9733419,37.47622504
남부순환로30,사당동 1049-4,20160831,126.9730876,37.47616867
남부순환로31,사당동 1049-2,20160831,126.9728191,37.47610103
남부순환로32,사당동 1051-44,20160831,126.9725421,37.47604015
남부순환로33,사당동 1051-25,20160831,126.9722821,37.47597927
남부순환로34,사당동 1051-23,20160831,126.9720221,37.47591839
남부순환로35,사당동 1051-8,20160831,126.9717367,37.47585075
남부순환로36,사당동 1052-4,20160831,126.9713919,37.47577633
남부순환로37,사당동 55-2,20160831,126.9711489,37.47571771
남부순환로38,사당동 55-2,20160831,126.9708917,37.47566133
남부순환로39,사당동 55-2,20160831,126.9706797,37.47561172
남부순환로40,사당동 55-2,20161213,126.9705441,37.4755779
남부순환로41, ,20161213,126.9703576,37.47555307
남성시장01,사당동 1136-4,20161215,126.9784653,37.4887028
남성시장02,사당동 1136-4,20161215,126.9782505,37.48878836
남성시장03,사당동 1136-4,20161215,126.9780102,37.48887841
남성시장04,사당동 1136-2,20161215,126.9778066,37.48905182
남성시장05,사당동 1136-4,20161215,126.9776242,37.48922523
남성시장06,사당동 1136-4,20161215,126.9774305,37.48931529
남성시장07,사당동 105-6,20161215,126.9772284,37.48942338
남성시장08,사당동 105-7,20161215,126.9770474,37.48957088
남성시장09,사당동 105-6,20161215,126.9768156,37.48973865
남성시장10,사당동 105-6,20161215,126.9766558,37.4898794
노들로1-1,대방동 82-2,20181216,126.9301028,37.51443934
노들로1-10,노량진동 19-23,20181216,126.9341689,37.51476829
노들로1-11,노량진동 19-4,20181216,126.934593,37.51482033
노들로1-12,노량진동 19-4,20181216,126.9348984,37.51485654
노들로1-13,노량진동 19-4,20181216,126.9352264,37.514886
노들로1-14,노량진동 13-4,20181216,126.9354752,37.51491767
노들로1-15,대방동 82-3,20181224,126.9301082,37.51472541
노들로1-16,대방동 82-3,20181224,126.9306624,37.51476628
노들로1-17,대방동 78-4,20181224,126.930948,37.51479123
노들로1-18,대방동 78-4,20181224,126.9313637,37.5148185
노들로1-19,대방동 78-4,20181224,126.931785,37.51485478
노들로1-2,대방동 82-2,20181216,126.9305835,37.51447116
노들로1-20,대방동 78-4,20181224,126.9321752,37.51487978
노들로1-21,노량진동 19-3,20181224,126.9325626,37.51491154
노들로1-22,노량진동 19-1,20181224,126.9329867,37.51494332
노들로1-23,노량진동 19-1,20181224,126.9334278,37.51497735
노들로1-24,노량진동 13-4,20181216,126.9356844,37.51495383
노들로1-25,노량진동 13-4,20181216,126.9358823,37.51498547
노들로1-26,노량진동 13-4,20181216,126.9361255,37.51501939
노들로1-27,노량진동 13-4,20181216,126.936363,37.51505781
노들로1-28,노량진동 13-4,20181216,126.9365835,37.51510298
노들로1-29,노량진동 13-4,20181216,126.9369285,37.51515047
노들로1-3,대방동 78-2,20181216,126.9311321,37.51451878
노들로1-30,노량진동 13-4,20181216,126.9371745,37.51517988
노들로1-31,노량진동 13-4,20181216,126.937494,37.51521834
노들로1-32,노량진동 13-4,20181216,126.9377513,37.51524776
노들로1-33,노량진동 13-4,20181216,126.937952,37.5152749
노들로1-34,노량진동 13-4,20181216,126.9381698,37.51530655
노들로1-35,노량진동 13-4,20181216,126.9384355,37.51536075
노들로1-36,노량진동 13-4,20181216,126.9386702,37.51539465
노들로1-37,노량진동 13-4,20181216,126.9389106,37.51543082
노들로1-4,대방동 78-2,20181216,126.9316495,37.51455287
노들로1-5,대방동 79-5,20181216,126.9320482,37.51458689
노들로1-6,대방동 78-6,20181216,126.9323536,37.51461634
노들로1-7,노량진동 14-37,20181216,126.9327296,37.51464134
노들로1-8,노량진동 19-23,20181216,126.9332047,37.51467765
노들로1-9,노량진동 19-23,20181216,126.9336486,37.51470943
노들로2-1,노량진동 13-4,20181224,126.9363092,37.51512986
노들로2-10,노량진동 320-1,20181224,126.9388906,37.515602
노들로2-11,노량진동 319,20181224,126.9393091,37.51567655
노들로2-12,노량진동 319,20181224,126.9395777,37.515733
노들로2-13,노량진동 319,20181224,126.9402449,37.51586398
노들로2-14,노량진동 319,20181224,126.9404881,37.51590465
노들로2-15,노량진동 319,20181224,126.9407935,37.51596337
노들로2-16,노량진동 319,20181224,126.9412034,37.51602665
노들로2-17,노량진동 319,20181224,126.9416445,37.51608993
노들로2-18,노량진동 319,20181224,126.9420856,37.51614196
노들로2-19,노량진동 319,20181224,126.9423062,37.51616684
노들로2-2,노량진동 13-4,20181224,126.9365665,37.5151728
노들로2-20,노량진동 319,20181224,126.94262,37.51622331
노들로2-21,노량진동 13-4,20181224,126.9430074,37.51627305
노들로2-22,노량진동 13-4,20181224,126.94344,37.51633858
노들로2-23,노량진동 13-4,20181224,126.943884,37.51640637
노들로2-24,노량진동 13-4,20181224,126.9443138,37.51646514
노들로2-25,노량진동 13-4,20181224,126.9446785,37.51651261
노들로2-26,노량진동 13-4,20181224,126.9451224,37.51657589
노들로2-27,노량진동 316,20181224,126.9456454,37.51679463
노들로2-28,노량진동 316,20181224,126.94521,37.51674937
노들로2-29,노량진동 316,20181224,126.944848,37.51670416
노들로2-3,노량진동 13-4,20181224,126.9367955,37.51520896
노들로2-30,노량진동 321,20181224,126.9444154,37.51665215
노들로2-31,노량진동 321,20181224,126.9440337,37.51660241
노들로2-32,노량진동 321,20181224,126.9436124,37.5165459
노들로2-33,노량진동 321,20181224,126.9432391,37.51649842
노들로2-34,노량진동 321,20181224,126.9428207,37.51644866
노들로2-35,노량진동 319,20181224,126.9423796,37.51639213
노들로2-36,노량진동 319,20181224,126.9419667,37.51633562
노들로2-37,노량진동 319,20181224,126.9412994,37.51623843
노들로2-38,노량진동 319,20181224,126.940881,37.51616614
노들로2-39,노량진동 319,20181224,126.9404879,37.51610512
노들로2-4,노량진동 13-4,20181224,126.9370076,37.51525187
노들로2-40,노량진동 319,20181224,126.9400808,37.51603059
노들로2-41,노량진동 319,20181224,126.9395408,37.51593345
노들로2-42,노량진동 320-1,20181224,126.9392269,37.51586572
노들로2-43,노량진동 320-1,20181224,126.9389696,37.51582053
노들로2-44,노량진동 320-1,20181224,126.9388169,37.51578892
노들로2-45,노량진동 320-1,20181224,126.9386021,37.51573925
노들로2-46,노량진동 320-1,20181224,126.9392466,37.51594456
노들로2-47,노량진동 319,20181224,126.9395435,37.5160213
노들로2-48,노량진동 319,20181224,126.9398658,37.5160958
노들로2-49,노량진동 319,20181224,126.9401966,37.51615453
노들로2-5,노량진동 13-4,20181224,126.9372196,37.51529028
노들로2-50,노량진동 319,20181224,126.9405275,37.51620426
노들로2-51,노량진동 319,20181224,126.9408611,37.51625398
노들로2-52,노량진동 319,20181224,126.9412485,37.51631274
노들로2-53,노량진동 319,20181224,126.9415623,37.51636245
노들로2-54,노량진동 321,20181224,126.9418903,37.51641667
노들로2-55,노량진동 321,20181224,126.9422127,37.51644836
노들로2-56,노량진동 321,20181224,126.9427499,37.51650268
노들로2-57,노량진동 321,20181224,126.9430299,37.51652534
노들로2-58,노량진동 321,20181224,126.9433466,37.51655478
노들로2-59,노량진동 321,20181224,126.9436944,37.51659324
노들로2-6,노량진동 13-4,20181224,126.9374289,37.51533093
노들로2-60,노량진동 321,20181224,126.943929,37.51662038
노들로2-61,노량진동 321,20181224,126.9443023,37.51667011
노들로2-62,노량진동 316,20181224,126.9445879,37.51671304
노들로2-63,노량진동 316,20181224,126.944913,37.51675149
노들로2-64,노량진동 316,20181224,126.9453117,37.51679898
노들로2-7,노량진동 13-4,20181224,126.9376466,37.51536934
노들로2-8,노량진동 13-4,20181224,126.9380198,37.51544387
노들로2-9,노량진동 13-4,20181224,126.9384043,37.51550939
노들로3-1,노량진동 13-4,20181224,126.9392216,37.51548504
노들로3-10,노량진동 13-8,20181224,126.9429821,37.51607707
노들로3-11,노량진동 13-4,20181224,126.9433723,37.51615385
노들로3-12,노량진동 13-4,20181224,126.943689,37.51620355
노들로3-13,노량진동 13-4,20181224,126.9440226,37.51625777
노들로3-14,노량진동 13-4,20181224,126.944721,37.51637298
노들로3-15,노량진동 2-3,20181224,126.9451169,37.51643173
노들로3-16,노량진동 1-6,20181224,126.9453629,37.51647013
노들로3-17,노량진동 2-3,20181224,126.9455693,37.51650402
노들로3-18,노량진동 13-4,20181224,126.9457955,37.51654016
노들로3-19,노량진동 13-4,20181224,126.9459256,37.51655374
노들로3-2,노량진동 13-4,20181224,126.9394506,37.51550318
노들로3-20,노량진동 13-4,20181224,126.9463582,37.51658096
노들로3-3,노량진동 13-4,20181224,126.9396768,37.51554609
노들로3-4,노량진동 13-4,20181224,126.9401801,37.51562744
노들로3-5,노량진동 13-4,20181224,126.9405307,37.51568843
노들로3-6,노량진동 13-4,20181224,126.9415203,37.51585111
노들로3-7,노량진동 13-4,20181224,126.9419614,37.5159189
노들로3-8,노량진동 13-4,20181224,126.9422979,37.51597538
노들로3-9,노량진동 13-4,20181224,126.9426994,37.5160454
노들로4-1,본동 258-65,20181216,126.9516608,37.51490682
노들로4-10,본동 258-150,20181216,126.9536074,37.5143518
노들로4-11,본동 258-150,20181216,126.9539044,37.51427082
노들로4-12,본동 258-150,20181216,126.9541476,37.51420334
노들로4-13,본동 258-150,20181216,126.9544304,37.51412461
노들로4-14,본동 258-150,20181216,126.9546878,37.51404587
노들로4-15,본동 258-150,20181216,126.9549876,37.51396265
노들로4-16,본동 258-49,20181216,126.9552535,37.51386364
노들로4-17,본동 258-49,20181216,126.9554854,37.51372407
노들로4-2,본동 258-65,20181216,126.951772,37.5147002
노들로4-3,본동 258-18,20181216,126.9519245,37.51490975
노들로4-4,본동 258-1,20181216,126.9520971,37.51471385
노들로4-5,본동 258-150,20181216,126.9522385,37.51472742
노들로4-6,본동 258-150,20181216,126.9524507,37.51465317
노들로4-7,본동 258-150,20181216,126.9527109,37.5145857
노들로4-8,본동 258-150,20181216,126.9530446,37.514507
노들로4-9,본동 258-150,20181216,126.953302,37.51443502
노들로5-1,본동 477-1,20181216,126.9532311,37.51477062
노들로5-10,본동 477-1,20181216,126.9503517,37.51571775
노들로5-11,본동 477-1,20181216,126.9499359,37.515882
노들로5-12,본동 478,20181216,126.9495173,37.51605527
노들로5-13,본동 478,20181216,126.9491439,37.51621504
노들로5-14,노량진동 318,20181216,126.948878,37.5163253
노들로5-15,노량진동 316,20181216,126.9485442,37.51645354
노들로5-16,노량진동 316,20181216,126.9482161,37.51657729
노들로5-17,노량진동 316,20181216,126.9479587,37.51665151
노들로5-18,노량진동 316,20181216,126.9477636,37.51669872
노들로5-19,노량진동 316,20181216,126.9475543,37.51674368
노들로5-2,본동 477-1,20181216,126.9529171,37.51486059
노들로5-20,노량진동 316,20181216,126.9472997,37.51679763
노들로5-21,노량진동 316,20181216,126.9470763,37.51682005
노들로5-22,노량진동 316,20181216,126.9468586,37.51684699
노들로5-23,노량진동 316,20181216,126.9466578,37.51686942
노들로5-24,노량진동 316,20181216,126.9464966,37.51688737
노들로5-25,노량진동 316,20181216,126.9462498,37.51695877
노들로5-26,노량진동 316,20181216,126.9460348,37.51697219
노들로5-27,노량진동 316,20181216,126.9458058,37.51696758
노들로5-28,노량진동 13-4,20181216,126.9464501,37.51657988
노들로5-29,노량진동 13-4,20181216,126.9466735,37.51657322
노들로5-3,본동 477-1,20181216,126.9526032,37.51493705
노들로5-30,노량진동 1-5,20181216,126.9472674,37.51650141
노들로5-31,노량진동 13-4,20181216,126.9483238,37.51621243
노들로5-32,노량진동 13-4,20181216,126.9486633,37.51608418
노들로5-33,노량진동 13-4,20181216,126.9488782,37.51599418
노들로5-34,본동 475-1,20181216,126.9490565,37.51591316
노들로5-35,본동 475-1,20181216,126.9492799,37.5158164
노들로5-36,본동 482,20181216,126.9498004,37.51561165
노들로5-37,본동 482,20181216,126.9505612,37.51533491
노들로5-38,본동 260-2,20181216,126.9510675,37.51514591
노들로5-39,본동 260-2,20181216,126.9514183,37.51499513
노들로5-4,본동 477-1,20181216,126.9522892,37.51502702
노들로5-5,본동 477-1,20181216,126.9519809,37.51512601
노들로5-6,본동 477-1,20181216,126.9517236,37.51519799
노들로5-7,본동 477-1,20181216,126.9513644,37.51531722
노들로5-8,본동 477-1,20181216,126.9511126,37.51541623
노들로5-9,본동 477-1,20181216,126.9508298,37.51552648
노들로6-1,노량진동 320-1,20181224,126.9386359,37.51587667
노들로6-10,노량진동 320-1,20181224,126.9357266,37.51525794
노들로6-11,노량진동 320-1,20181224,126.9352968,37.51518337
노들로6-12,노량진동 320-1,20181224,126.9348727,37.51513584
노들로6-13,노량진동 320-1,20181224,126.9345447,37.51509736
노들로6-14,노량진동 320-1,20181224,126.9341941,37.51506113
노들로6-15,노량진동 19-1,20181224,126.9337671,37.51500683
노들로6-2,노량진동 320-1,20181224,126.9383843,37.51580897
노들로6-3,노량진동 320-1,20181224,126.9380507,37.5157232
노들로6-4,노량진동 320-1,20181224,126.9377679,37.51564421
노들로6-5,노량진동 320-1,20181224,126.9373863,37.51555166
노들로6-6,노량진동 320-1,20181224,126.9370385,37.5154884
노들로6-7,노량진동 320-1,20181224,126.936702,37.51542515
노들로6-8,노량진동 320-1,20181224,126.9363571,37.51535964
노들로6-9,노량진동 320-1,20181224,126.9360065,37.51531215
노량진로 06-버스-1,노량진동 40-12,20200702,126.9379791,37.51336028
노량진로 06-버스-2,노량진동 40-12,20200702,126.9382265,37.5133773
노량진로 06-버스-3,노량진동 40-12,20200702,126.9384244,37.51339092
노량진로 06-버스-4,노량진동 40-12,20200702,126.9387029,37.51341472
노량진로 15-12(신),노량진동 40-12,20200702,126.939028,37.51361986
노량진로1-1,대방동 466-1,20200701,126.9256714,37.51243145
노량진로1-10,대방동 102-1,20200701,126.9283552,37.513053
노량진로1-2,대방동 466-1,20200701,126.9258362,37.51249507
노량진로1-3,대방동 341-18,20200701,126.9261924,37.51254485
노량진로1-4,대방동 117-7,20200701,126.9264384,37.51260019
노량진로1-5,대방동 117-7,20200702,126.9267861,37.51270965
노량진로1-6,대방동 101-30,20200701,126.9271056,37.51277743
노량진로1-7,대방동 106-3,20200701,126.9274576,37.51284296
노량진로1-8,대방동 106-3,20200701,126.9277798,37.51292876
노량진로1-9,대방동 102-1,20200701,126.9280541,37.51297961
노량진로10-1(신),본동 374-3,20200702,126.9501332,37.51258892
노량진로10-2(신),본동 369-2,20200702,126.9504075,37.51258903
노량진로10-3(신),본동 365,20181127,126.9508176,37.5125847
노량진로10-4(신),본동 365,20200702,126.9512134,37.51257811
노량진로10-5(신),본동 208-1,20200702,126.9516348,37.51257378
노량진로10-6(신),본동 344-10,20200702,126.952025,37.51255366
노량진로11-1(신),본동 165-1,20200702,126.9522852,37.51254701
노량진로11-2(신),본동 149-6,20200702,126.9527235,37.51254493
노량진로11-3(신),본동 149-6,20200702,126.9530882,37.51254283
노량진로11-4(신),본동 344-10,20200702,126.9534078,37.51254295
노량진로11-5(신),본동 126-6,20200702,126.9537613,37.51249579
노량진로12-1(신),본동 258-49,20200702,126.9555733,37.51345605
노량진로12-10(신),본동 344-10,20200702,126.9528929,37.51282656
노량진로12-11(신),본동 344-10,20200702,126.9525989,37.5128287
노량진로12-2(신),본동 258-49,20200702,126.9555139,37.51340873
노량진로12-3(신),본동 258-49,20200702,126.9553047,37.51330278
노량진로12-4(신),본동 475-1,20200702,126.954875,37.51304808
노량진로12-5(신),본동 258-1,20200702,126.9546574,37.51296691
노량진로12-6(신),본동 258-1,20200702,126.9542333,37.51286764
노량진로12-7(신),본동 258-1,20200702,126.9538855,37.51284498
노량진로12-8(신),본동 126-415,20200702,126.9535914,37.51282684
노량진로12-9(신),본동 344-10,20200702,126.953286,37.51282672
노량진로13-1(신),본동 344-10,20200702,126.9519258,37.51285321
노량진로13-10(신),노량진동 152-3,20200702,126.948917,37.51311098
노량진로13-11(신),노량진동 152-3,20200702,126.9485663,37.51318967
노량진로13-12(신),노량진동 152-3,20200702,126.9483061,37.51324812
노량진로13-13(신),노량진동 152-3,20200702,126.9480402,37.51331332
노량진로13-14(신),노량진동 159-3,20200702,126.9476641,37.51338299
노량진로13-15(신),노량진동 152-7,20181112,126.9473784,37.51345494
노량진로13-2(신),본동 395-3,20200702,126.951612,37.51283731
노량진로13-3(신),본동 344-10,20200702,126.9512529,37.51284167
노량진로13-4(신),본동 361-4,20200702,126.9509361,37.51286181
노량진로13-5(신),본동 344-3,20181112,126.9505657,37.5128594
노량진로13-6(신),본동 344-3,20200702,126.9502405,37.51287503
노량진로13-7(신),본동 344-3,20200702,126.9499294,37.51289968
노량진로13-8(신),노량진동 206-62,20181112,126.9494402,37.51299633
노량진로13-9(신),노량진동 152-3,20200702,126.9492705,37.51303905
노량진로14-1(신),노량진동 152-7,20181127,126.9464847,37.51365501
노량진로14-10(신),노량진동 67-3,20200702,126.9436616,37.51390328
노량진로14-11(신),노량진동 67-3,20200702,126.9433712,37.51387881
노량진로14-2(신),노량진동 151-25,20200702,126.9462245,37.51370895
노량진로14-3(신),노량진동 151-25,20200702,126.9458201,37.51379662
노량진로14-4(신),노량진동 151-24,20200702,126.9454411,37.51387303
노량진로14-5(신),노량진동 151-22,20200702,126.9451187,37.51392694
노량진로14-6(신),노량진동 150-2,20200702,126.9448642,37.51394484
노량진로14-7(신),노량진동 150-2,20200702,126.944556,37.5139492
노량진로14-8(신),노량진동 150-2,20181127,126.9442902,37.51394232
노량진로14-9(신),노량진동 113-1,20181127,126.9439396,37.51391963
노량진로15-(신),노량진동 60-11,20181127,126.9413825,37.51376476
노량진로15-1(신),노량진동 67-2,20200702,126.9428424,37.51385378
노량진로15-10(신),노량진동 40-12,20200702,126.9395652,37.51365167
노량진로15-11(신),노량진동 40-12,20200702,126.9392089,37.51362897
노량진로15-13(신),노량진동 40-12,20181211,126.9388215,37.51361075
노량진로15-2(신),노량진동 67-3,20181127,126.9425088,37.51382884
노량진로15-3(신),노량진동 67-3,20200702,126.942308,37.51381523
노량진로15-4(신),노량진동 67-3,20200702,126.9419735,37.5138056
노량진로15-5(신),노량진동 60-11,20200702,126.9416738,37.51378293
노량진로15-6,노량진동 60-11,20200702,126.940931,37.51372895
노량진로15-7(신),노량진동 60-11,20200702,126.9405569,37.5137148
노량진로15-8(신),노량진동 60-11,20181127,126.940161,37.51369432
노량진로15-9(신),노량진동 40-12,20181127,126.9399348,37.51367844
노량진로16-1(신),노량진동 40-12,20200702,126.9384588,37.51358758
노량진로16-10(신),노량진동 24-5,20200702,126.9355435,37.51341033
노량진로16-11(신),노량진동 24-5,20200703,126.9351335,37.51337181
노량진로16-12(신),노량진동 24-5,20200702,126.9348083,37.51334686
노량진로16-13(신),노량진동 24-5,20200702,126.9344832,37.51333767
노량진로16-14(신),대방동 73-3,20181127,126.9341608,37.51333524
노량진로16-15(신),대방동 71-16,20200702,126.9338384,37.51333731
노량진로16-16(신),대방동 71-16,20200702,126.9335246,37.51333938
노량진로16-17(신),대방동 48-3,20200702,126.9332107,37.51334371
노량진로16-18(신),대방동 48-3,20200702,126.9328318,37.51335025
노량진로16-19(신),대방동 48-3,20200702,126.93245,37.51335229
노량진로16-2(신),노량진동 40-12,20200702,126.9381647,37.51356716
노량진로16-20(신),대방동 51-12,20200702,126.9320663,37.51335477
노량진로16-3(신),노량진동 40-12,20200702,126.9377414,37.51353585
노량진로16-4(신),노량진동 40-12,20200702,126.9373851,37.51351539
노량진로16-5(신),노량진동 40-12,20200702,126.9370204,37.51349267
